sentiment,news
positive,FinlandPoyry Energy have win a contract to advise builder of a new cogeneration power plant in Lithuaniasecond-biggest city of Kaunas and to supervise the construction process
positive,Finnish construction company YIT say on November 13 2007 it win a 70 m EUR 102 m contract to construct the new office building for local property company Tapiola Real Estate
neutral,In 2005 Cargotecnet sale exceed EUR 2 billion
positive,In 2006 Kone receive an order from Aker Yards to supply 43 customised elevator for the very first Genesis cruise ship which be schedule to be complete in 2009
positive,In addition to fireplace export demand for line stone have exceed the level of the early part of the year and will continue to be clearly brisker for the remainder of the year
positive,Kalmar have be award a new 5-year contract to supply it Rough Terrain Container Handler RTCH
positive,Major Order in India Comptel Corporation have receive a significant long-term order for mediation and provision solution be use by a lead operator in India
positive,Managing Director Kari Inkinen say that Spondaleasing operation develop highly favourably
positive,Net cash flow from operation be expect to remain positive
positive,Of the price Keskoshare be 10 m EUR 15 m and it will recognize a gain of 4 m EUR 6 m on the disposal which will be include in the result for the second quarter of 2008
positive,Olvi have post a strong set of figure for the first six month of this year
positive,Operating profit improve by 27 to EUR 579 m from EUR 457 m in 2006
positive,Our standardised service have meet with a positive reception among our customer as well a at Itella
positive,Performance in the second half of 2009 exceeded expectation
positive,Ponsse project the forest machine market to improve more than expect in 2010 from the previous year
positive,Ragutis which be base in Lithuaniasecond-largest city Kaunas boost it sale last year 22 per cent to 36 m liter
positive,Raisiobid to buy Glisten be a win-win deal for both company the chairman of the UK snack firm tell just-food today 10 February
positive,Stora Enso own 43 percent of Bergvik and earn therefore SEK 1 bn on the value appreciation
positive,Talvivaara also maintain it assumption of turn cash flow positive before the year end
positive,Thanksto improvement in demand and the adjustment we have make theutilization rate of Cramofleet have substantiallyimproved
positive,The acquisition be expect to improve access to chrome ore resource in Turkey
positive,The aim be an annual improvement in Ruukki Constructionoperating profit of more than EUR 3 m USD 4 m start in 2009
positive,The company estimate that the trend in demand for sport equipment will be steady in 2006 Amerreport say
positive,The estimate synergy benefit be at least EUR 7 m annually
neutral,The goal will be achieve via organic growth possibly supplement by acquisition
positive,The Groupbusiness be balance by it broad portfolio of sport and presence in all major market
neutral,The Groupbusiness be balance by it broad portfolio of sport and presence in all major market
positive,The objective of the planned measure be to achieve significant saving in the next few year
positive,The rebuilds be design to improve the machine performance and product quality
positive,The transaction will have a positive impact of around EUR 2 m on earnings which Ruukki will recognize during the fourth quarter of this year
positive,When the situation normalise the company will be able to increase the amount of residential unit for sale in St Petersburg and Moscow in particular
positive,This be a repeat order to follow successfully instal 159 elevator in the same Delhi metro system Kone spokeswoman tell Thomson Financial News
positive,Our customer now have the chance to make booking for all the service they want at one location say Mikko Tuomainen in-charge of FinnairInternet sale
positive,Stonesoft see great promise in the future of IPv 6
positive,The combined activity will create value for shareholder and be good for our employee and customer
positive,The trend in the sport and leisure market be favorable in the first month of the year
positive,We continue actively to focus R D and to position our offer away from point solution towards dynamic end-to-end solution Ervio state
positive,16 February 2011 Finnish industrial machinery company Metso MEO 1 V say today it will deliver mineral process equipment and basic engineering to Canadian miner Northland Resources OSL NAUR TSE NAU
positive,27 January 2011 Finnish IT solution provider Affecto AFE 1 V say today it have win a EUR 1 m USD 1 m contract from state-owned Lithuanian Social Insurance Institution SODRA
positive,According to Finnish pension insurance company Varma Varma be the recipient of over two third of the revenue of the earnings-related pension cover that be under competitive tendering in Finland
positive,Finnish construction group Lemmink inen have be award two road building contract by the Lithuanian transport administration
positive,Finnish construction group YIT have be award a contract to install heat air conditioning and cool system to the new head office of the automobile association ADAC in Munich in Germany
positive,Finnish flexible packaging manufacturer Suominen Corporation report net sale of EUR 54 m in the first quarter of 2008 compare with EUR 54 m a year earlier
positive,Finnish forest machinery manufacturer Ponsse have agree with Volvo on the start of cooperation in Latin America
positive,Finnish Metso Paper have be award a contract for the rebuild of Sabah Forest Industries SFI pulp mill in Sabah Malaysia
positive,Finnish Metso Paper have win an order to supply an uncoated fine paper machine to MCC Paper Yinhe in China
positive,Finnish Outokumpu Technology have be award several new grind technology contract
positive,Finnish Rautaruukki have be award a contract to supply and install steel superstructure for the Partihallsf rbindelsen bridge in Gothenburg in Sweden
positive,Lule municipality have award YIT a 2-year contract for property management of about one third of the municipalityproperties with a total area of 140 000 sq metre
positive,The shopping center to be open in St. Petersburg Russia in November 2010 will turn the cash flow of Finnish department store chain StockmannRussian operation positive for the first time in 2011
positive,According to AtriaPresident and CEO Matti Tikkakoski the companySwedish operation significantly improve in the first quarter
positive,According to CEO Kai Telanne the companynewspapers achieve the best financial result ever
positive,According to Kesko the company agree with the city administration about lease of the building in 2006 it resettlement and construction of a five-star hotel Hilton for 120 room
